Name,Description,Programming languages,Forks count,Stars count,Commits count,Pull requests count,Contributors count,Releases counts,Url,Mentions current AI terms,Languages count,Stars per contributor
alirezamika autoscraper,"A Smart, Automatic, Fast and Lightweight Web Scraper for Python",['Python'],714,7041,147,2,7,15,https://github.com/alirezamika/autoscraper,False,1,1005.86
myshell-ai MeloTTS,"High-quality multi-lingual text-to-speech library by MyShell.ai. Support English, Spanish, French, Chinese, Japanese and Korean.","['Python', 'Jupyter Notebook', 'Other']",989,7017,94,19,6,1,https://github.com/myshell-ai/MeloTTS,False,3,1169.5
fastrepl hyprnote,Local-first AI Notepad for Private Meetings,"['TypeScript', 'Rust', 'MDX', 'Swift', 'Shell', 'Jinja', 'Other']",432,7014,3585,19,17,98,https://github.com/fastrepl/hyprnote,False,7,412.59
iflytek astron-agent,"Enterprise-grade, commercial-friendly agentic workflow platform for building next-generation SuperAgents.","['Java', 'TypeScript', 'Python', 'JavaScript', 'SCSS', 'Go', 'Other']",1053,7003,2203,2,43,0,https://github.com/iflytek/astron-agent,True,7,162.86
alibaba higress,🤖 AI Gateway | AI Native API Gateway,"['Go', 'C++', 'Rust', 'Shell', 'Makefile', 'TypeScript', 'Other']",901,6982,1429,70,155,63,https://github.com/alibaba/higress,False,7,45.05
snarktank ai-dev-tasks,A simple task management system for managing AI dev agents,[],1655,6973,65,4,13,0,https://github.com/snarktank/ai-dev-tasks,False,0,536.38
LykosAI StabilityMatrix,Multi-Platform Package Manager for Stable Diffusion,"['C#', 'Python', 'Other']",475,6973,6529,12,24,97,https://github.com/LykosAI/StabilityMatrix,False,3,290.54
deeppavlov DeepPavlov,An open source library for deep learning end-to-end dialog systems and chatbots.,"['Python', 'Other']",1172,6957,2711,22,76,64,https://github.com/deeppavlov/DeepPavlov,False,2,91.54
SerpentAI SerpentAI,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!,['Python'],809,6945,250,2,7,0,https://github.com/SerpentAI/SerpentAI,True,1,992.14
RayVentura ShortGPT,🚀🎬 ShortGPT - Experimental AI framework for youtube shorts / tiktok channel automation,"['Python', 'Dockerfile']",963,6926,298,6,10,6,https://github.com/RayVentura/ShortGPT,False,2,692.6
civitai civitai,"A repository of models, textual inversions, and more","['TypeScript', 'PLpgSQL', 'SCSS', 'Shell', 'CSS', 'JavaScript']",711,6913,18350,21,32,0,https://github.com/civitai/civitai,False,6,216.03
BoundaryML baml,The AI framework that adds the engineering to prompt engineering (Python/TS/Ruby/Java/C#/Rust/Go compatible),"['Rust', 'TypeScript', 'MDX', 'Python', 'Go', 'HTML', 'Other']",336,6910,2568,49,79,308,https://github.com/BoundaryML/baml,False,7,87.47
mylxsw aidea,AIdea 是一款支持 GPT 以及国产大语言模型通义千问、文心一言等，支持 Stable Diffusion 文生图、图生图、 SDXL1.0、超分辨率、图片上色的全能型 APP。,"['Dart', 'JavaScript', 'C++', 'CMake', 'Inno Setup', 'HTML', 'Other']",1045,6904,455,0,7,14,https://github.com/mylxsw/aidea,False,7,986.29
AgentDeskAI browser-tools-mcp,Monitor browser logs directly from Cursor and other MCP compatible IDEs.,"['JavaScript', 'TypeScript', 'HTML']",506,6881,79,16,7,3,https://github.com/AgentDeskAI/browser-tools-mcp,False,3,983.0
evidentlyai evidently,"Evidently is ​​an open-source ML and LLM observability framework. Evaluate, test, and monitor any AI-powered system or data pipeline. From tabular data to Gen AI. 100+ metrics.","['Jupyter Notebook', 'Python', 'TypeScript', 'HTML', 'Makefile', 'JavaScript']",753,6877,2732,17,85,120,https://github.com/evidentlyai/evidently,True,6,80.91
Usagi-org ai-goofish-monitor,基于 Playwright 和AI过滤的闲鱼多任务实时/定时监控与智能分析工具，配备了功能完善的后台管理界面。帮助用户节省闲鱼商品过滤，能及时找到心仪商品。,"['Python', 'JavaScript', 'CSS', 'HTML', 'Dockerfile']",934,6859,234,2,13,0,https://github.com/Usagi-org/ai-goofish-monitor,False,5,527.62
apache hertzbeat,An AI-powered next-generation open source real-time observability system.,"['Java', 'TypeScript', 'CSS', 'HTML', 'Less', 'Rust', 'Other']",1212,6856,2682,22,290,6,https://github.com/apache/hertzbeat,False,7,23.64
NirDiamant Prompt_Engineering,"This repository offers a comprehensive collection of tutorials and implementations for Prompt Engineering techniques, ranging from fundamental concepts to advanced strategies. It serves as an essential resource for mastering the art of effectively communicating with and leveraging large language models in AI applications.",['Jupyter Notebook'],875,6834,38,2,3,0,https://github.com/NirDiamant/Prompt_Engineering,False,1,2278.0
cheahjs free-llm-api-resources,A list of free LLM inference resources accessible via API.,['Python'],642,6819,382,13,5,0,https://github.com/cheahjs/free-llm-api-resources,True,1,1363.8
mufeedvh code2prompt,"A CLI tool to convert your codebase into a single LLM prompt with source tree, prompt templating, and token counting.","['Rust', 'MDX', 'Astro', 'Handlebars', 'Python', 'JavaScript', 'Other']",381,6814,558,1,29,5,https://github.com/mufeedvh/code2prompt,True,7,234.97
vladmandic sdnext,SD.Next: All-in-one WebUI for AI generative image and video creation,"['Python', 'CSS', 'JavaScript', 'HTML', 'Shell', 'PowerShell']",521,6806,11521,2,469,0,https://github.com/vladmandic/sdnext,False,6,14.51
latentcat qrbtf,AI & parametric QR code generator. AI & 参数化二维码生成器。https://qrbtf.com,"['TypeScript', 'Other']",575,6803,328,4,4,4,https://github.com/latentcat/qrbtf,False,2,1700.75
interpretml interpret,Fit interpretable models. Explain blackbox machine learning.,"['C++', 'Python', 'Shell', 'C', 'R', 'Cuda', 'Other']",772,6732,3775,3,47,61,https://github.com/interpretml/interpret,False,7,143.23
enricoros big-AGI,"AI suite powered by state-of-the-art models and providing advanced AI/AGI functions. Includes AI personas, AGI functions, world-class Beam multi-model chats, text-to-image, voice, response streaming, code highlighting and execution, PDF import, presets for developers, much more. Deploy on-prem or in the cloud.","['TypeScript', 'JavaScript', 'Other']",1547,6725,6853,3,49,19,https://github.com/enricoros/big-AGI,False,3,137.24
InternLM MindSearch,🔍 An LLM-based Multi-agent Framework of Web Search Engine (like Perplexity.ai Pro and SearchGPT),"['JavaScript', 'Python', 'TypeScript', 'Less', 'Dockerfile', 'CSS']",667,6699,56,8,21,1,https://github.com/InternLM/MindSearch,True,6,319.0
yihong0618 xiaogpt,Play ChatGPT and other LLM with Xiaomi AI Speaker,"['Python', 'Dockerfile']",922,6697,255,0,48,72,https://github.com/yihong0618/xiaogpt,True,2,139.52
vespa-engine vespa,"AI + Data, online. https://vespa.ai","['Java', 'C++', 'Go', 'CMake', 'Shell', 'JavaScript', 'Other']",681,6639,93351,15,104,250,https://github.com/vespa-engine/vespa,False,7,63.84
raidendotai cofounder,"ai-generated apps , full stack + generative UI","['TypeScript', 'JavaScript', 'MDX', 'CSS', 'HTML']",735,6636,11,17,0,0,https://github.com/raidendotai/cofounder,False,5,
aircrack-ng aircrack-ng,WiFi security auditing tools suite,"['C', 'M4', 'C#', 'Shell', 'Python', 'Roff', 'Other']",1170,6632,4706,33,58,9,https://github.com/aircrack-ng/aircrack-ng,False,7,114.34
postgresml postgresml,Postgres with GPUs for ML/AI apps.,"['Rust', 'JavaScript', 'HTML', 'SCSS', 'Python', 'Shell', 'Other']",352,6629,1814,71,48,63,https://github.com/postgresml/postgresml,False,7,138.1
MycroftAI mycroft-core,"Mycroft Core, the Mycroft Artificial Intelligence platform.","['Python', 'Shell', 'QML', 'Dockerfile']",1307,6609,4924,1,164,128,https://github.com/MycroftAI/mycroft-core,False,4,40.3
julep-ai julep,Deploy serverless AI workflows at scale. Firebase for AI agents,"['Jupyter Notebook', 'Python', 'PLpgSQL', 'TypeSpec', 'CSS', 'HTML', 'Other']",981,6591,4642,49,39,0,https://github.com/julep-ai/julep,False,7,169.0
greyhatguy007 Machine-Learning-Specialization-Coursera,Contains Solutions and Notes for the Machine Learning Specialization By Stanford University and Deeplearning.ai - Coursera (2022) by Prof. Andrew NG,"['Jupyter Notebook', 'Python']",3441,6553,145,12,8,0,https://github.com/greyhatguy007/Machine-Learning-Specialization-Coursera,False,2,819.12
vynect venom,"🚀 Venom by VYNECT™ — Now part of ERA CONNECT™ Venom is now part of the ERA CONNECT™ ecosystem by VYNECT™, offering a freemium solution for ethical WhatsApp automation. Automate chats, simulate interactions, and send or receive media — with free usage limits and the option to upgrade to ERA CONNECT PRO for advanced features and stability.",[],1349,6550,2381,16,65,113,https://github.com/vynect/venom,False,0,100.77
ChatAnyTeam ChatAny,🌻 一键拥有你自己的 ChatGPT+众多AI 网页服务 | One click access to your own ChatGPT+Many AI web services,"['TypeScript', 'SCSS', 'Other']",1842,6548,224,7,14,1,https://github.com/ChatAnyTeam/ChatAny,False,3,467.71
codertimo BERT-pytorch,Google AI 2018 BERT pytorch implementation,"['Python', 'Makefile']",1329,6507,64,11,5,0,https://github.com/codertimo/BERT-pytorch,False,2,1301.4
feast-dev feast,The Open Source Feature Store for AI/ML,"['Python', 'Go', 'TypeScript', 'Java', 'JavaScript', 'Makefile', 'Other']",1179,6506,4232,59,319,127,https://github.com/feast-dev/feast,False,7,20.39
linyiLYi street-fighter-ai,This is an AI agent for Street Fighter II Champion Edition.,['Python'],1394,6504,41,2,3,0,https://github.com/linyiLYi/street-fighter-ai,True,1,2168.0
interstellard chatgpt-advanced,WebChatGPT: A browser extension that augments your ChatGPT prompts with web results.,"['TypeScript', 'JavaScript', 'Other']",847,6498,258,11,14,9,https://github.com/interstellard/chatgpt-advanced,False,3,464.14
MLEveryday practicalAI-cn,AI实战-practicalAI 中文版,['Jupyter Notebook'],1384,6492,61,0,8,0,https://github.com/MLEveryday/practicalAI-cn,False,1,811.5
mesop-dev mesop,Rapidly build AI apps in Python,"['Python', 'TypeScript', 'Starlark', 'JavaScript', 'Jupyter Notebook', 'HTML', 'Other']",336,6491,1453,15,30,46,https://github.com/mesop-dev/mesop,False,7,216.37
NVIDIA garak,the LLM vulnerability scanner,"['Python', 'Other']",702,6486,3125,35,65,26,https://github.com/NVIDIA/garak,True,2,99.78
Anxcye anx-reader,"Featuring powerful AI capabilities and supporting various e-book formats, it makes reading smarter and more focused.","['Dart', 'Inno Setup', 'C++', 'CMake', 'Swift', 'Ruby', 'Other']",410,6473,1931,0,10,96,https://github.com/Anxcye/anx-reader,False,7,647.3
adap flower,Flower: A Friendly Federated AI Framework,"['Python', 'Jupyter Notebook', 'Swift', 'TypeScript', 'Smarty', 'Shell', 'Other']",1108,6468,4366,189,171,39,https://github.com/adap/flower,False,7,37.82
crestalnetwork intentkit,"An open and fair framework for everyone to build AI agents equipped with powerful skills. Launch your agent, improve the world, your wallet, or both!","['Python', 'Other']",688,6455,2524,15,18,703,https://github.com/crestalnetwork/intentkit,True,2,358.61
lyogavin airllm,AirLLM 70B inference with single 4GB GPU,"['Jupyter Notebook', 'Python', 'Shell']",508,6451,269,1,8,0,https://github.com/lyogavin/airllm,False,3,806.38
flashlight wav2letter,Facebook AI Research's Automatic Speech Recognition Toolkit,"['C++', 'Python', 'Jupyter Notebook', 'Shell', 'CMake', 'Perl', 'Other']",1001,6444,475,9,38,2,https://github.com/flashlight/wav2letter,False,7,169.58
rockbenben ChatGPT-Shortcut,"🚀💪Maximize your efficiency and productivity, support for English,中文,Español,العربية. 让生产力加倍的AI快捷指令。更有效地定制、保存和分享自己的提示词。在提示词分享社区中，轻松找到适用于不同场景的指令。","['TypeScript', 'Other']",733,6444,511,0,6,20,https://github.com/rockbenben/ChatGPT-Shortcut,False,2,1074.0
firebase firebase-ios-sdk,Firebase SDK for Apple App Development,"['C++', 'Objective-C', 'Swift', 'Objective-C++', 'C', 'Ruby', 'Other']",1698,6439,8150,103,264,146,https://github.com/firebase/firebase-ios-sdk,False,7,24.39
purocean yn,"A highly extensible Markdown editor. Version control, AI Copilot, mind map, documents encryption, code snippet running, integrated terminal, chart embedding, HTML applets, Reveal.js, plug-in, and macro replacement.","['TypeScript', 'Vue', 'JavaScript', 'CSS', 'SCSS', 'HTML']",934,6424,4015,1,9,275,https://github.com/purocean/yn,False,6,713.78
Moonvy OpenPromptStudio,🥣 AIGC 提示词可视化编辑器 | OPS | Open Prompt Studio,"['Vue', 'TypeScript', 'JavaScript', 'SCSS', 'HTML']",753,6423,97,5,8,0,https://github.com/Moonvy/OpenPromptStudio,False,5,802.88
clearml clearml,"ClearML - Auto-Magical CI/CD to streamline your AI workload. Experiment Management, Data Management, Pipeline, Orchestration, Scheduling & Serving in one MLOps/LLMOps solution",['Python'],724,6384,2586,11,103,109,https://github.com/clearml/clearml,False,1,61.98
dair-ai ML-Course-Notes,🎓 Sharing machine learning course / lecture notes.,[],842,6353,61,1,3,0,https://github.com/dair-ai/ML-Course-Notes,False,0,2117.67
NeoVertex1 SuperPrompt,SuperPrompt is an attempt to engineer prompts that might help us understand AI agents.,[],585,6295,54,3,11,0,https://github.com/NeoVertex1/SuperPrompt,False,0,572.27
superagent-ai superagent,Superagent provides purpose-trained guardrails that make AI-agents secure and compliant.,"['Rust', 'JavaScript', 'TypeScript', 'Python']",946,6280,108,0,65,0,https://github.com/superagent-ai/superagent,False,4,96.62
SkalskiP courses,This repository is a curated collection of links to various courses and resources about Artificial Intelligence (AI),['Python'],565,6240,94,6,14,0,https://github.com/SkalskiP/courses,False,1,445.71
lavague-ai LaVague,Large Action Model framework to develop AI Web Agents,"['Python', 'TypeScript', 'Jupyter Notebook', 'JavaScript', 'HTML', 'Gherkin', 'SCSS']",573,6216,716,5,28,0,https://github.com/lavague-ai/LaVague,False,7,222.0
Shaunwei RealChar,"🎙️🤖Create, Customize and Talk to your AI Character/Companion in Realtime (All in One Codebase!). Have a natural seamless conversation with AI everywhere (mobile, web and terminal) using LLM OpenAI GPT3.5/4, Anthropic Claude2, Chroma Vector DB, Whisper Speech2Text, ElevenLabs Text2Speech🎙️🤖","['JavaScript', 'Python', 'Swift', 'Kotlin', 'Dockerfile', 'CSS', 'Other']",779,6207,679,7,37,67,https://github.com/Shaunwei/RealChar,True,7,167.76
MaterializeInc materialize,"The live data layer for apps and AI agents Create up-to-the-second views into your business, just using SQL","['Rust', 'Python', 'C++', 'Shell', 'JavaScript', 'Dockerfile', 'Other']",485,6182,46805,434,152,0,https://github.com/MaterializeInc/materialize,False,7,40.67
aisingapore TagUI,Free RPA tool by AI Singapore,"['JavaScript', 'C#', 'PHP', 'Batchfile', 'Shell', 'Python', 'Other']",634,6170,1653,0,19,23,https://github.com/aisingapore/TagUI,False,7,324.74
rustformers llm,"[Unmaintained, see README] An ecosystem of Rust libraries for working with large language models","['Rust', 'Other']",372,6136,1093,0,46,1,https://github.com/rustformers/llm,False,2,133.39
BloopAI vibe-kanban,Kanban board to manage your AI coding agents,"['Rust', 'TypeScript', 'CSS', 'JavaScript', 'PLpgSQL', 'Shell', 'Other']",618,6135,1122,20,28,128,https://github.com/BloopAI/vibe-kanban,False,7,219.11
mishushakov llm-scraper,Turn any webpage into structured data using LLMs,['TypeScript'],365,6117,103,7,2,0,https://github.com/mishushakov/llm-scraper,False,1,3058.5
nickscamara open-deep-research,An open source deep research clone. AI Agent that reasons large amounts of web data extracted with Firecrawl,"['TypeScript', 'JavaScript', 'Other']",744,6113,46,5,11,1,https://github.com/nickscamara/open-deep-research,True,3,555.73
Nutlope logocreator,A free + OSS logo generator powered by Flux on Together AI,"['TypeScript', 'CSS', 'JavaScript']",570,6106,74,3,4,0,https://github.com/Nutlope/logocreator,False,3,1526.5
